"Data Ocorrência";"Descrição";"Valor";"Categoria";"Conta"
"29/11/2020";"Almoço com Gracinha, Isadora, João e Vitoria";-422.0;"Restaurante";"Cartão de Crédito BB"
"29/11/2020";"Café da manhã com Gracinha";-40.71;"Supermercado";"Cartão de Crédito BB"
"30/11/2020";"UNIMED Elizabeth";-417.31;"Plano de Saúde";"Conta Corrente"
"01/12/2020";"Controle de Ratos na Casa de Maceió";-130.72;"OUTRAS DESPESAS";"Conta Corrente"
"01/12/2020";"Energia Elétrica - Apartamento Aracaju";-103.1;"Energia Elétrica";"Conta Corrente"
"01/12/2020";"Salário - Rosiene Satirio de Oliveira";-869.44;"Salário Empregados";"Conta Corrente"
"01/12/2020";"Adiantamento parte décimo terceiro - Rosiene Satirio de Oliveira";-522.5;"Salário Empregados";"Conta Corrente"
"01/12/2020";"Transporte de Rosiene Satírio de Oliveira";-56.0;"Transporte Empregados";"Conta Corrente"
"01/12/2020";"Aluguel apartamento de São Paulo";2900.0;"Aluguel dos Imóveis";"Conta Corrente"
"01/12/2020";"Verduras frutas e GLP";-197.9;"Feira e Mercearia";"Cartão de Crédito BB"
"02/12/2020";"Casa Aracaju - Materiais para casa (8 / 10)";-20.4;"Restauração / Manutenção";"Cartão de Crédito BB"
"02/12/2020";"Estacionamento";-8.0;"Estacionamento";"Cartão de Crédito BB"
"02/12/2020";"Tênis - ACMD (1 / 8)";-42.56;"Presentes";"Cartão de Crédito BB"
"02/12/2020";"Presentes Natal (1 / 10)";-64.01;"Presentes";"Cartão de Crédito BB"
"02/12/2020";"Estacionamento";-5.0;"Estacionamento";"Cartão de Crédito BB"
"02/12/2020";"Remédio ACMD";-43.9;"Farmácia";"Cartão de Crédito BB"
"02/12/2020";"Mesada P1 2020.12";-500.0;"Mesada";"Conta Corrente"
"03/12/2020";"Transferência para os Remédios para Isadora (1 / 2)";-78.21;"Farmácia";"Conta Corrente"
"03/12/2020";"Combustível para a Hilux";-225.01;"Combustível";"Cartão de Crédito BB"
"03/12/2020";"Alimentos e Materiais de Limpeza";-191.84;"Supermercado";"Cartão de Crédito BB"
"04/12/2020";"Presente médica de Isadora (3 / 4)";-50.8;"Presentes";"Cartão de Crédito BB"
"04/12/2020";"Casa Maceió - Protetor para mosquitos";-80.0;"Restauração / Manutenção";"Carteira"
"04/12/2020";"Transferência para a carteira";-200.0;"Transferência entre Contas";"Conta Corrente"
"04/12/2020";"Transferência para a carteira";200.0;"Transferência entre Contas";"Carteira"
"04/12/2020";"Café da manhã";-11.8;"Supermercado";"Cartão de Crédito BB"
"04/12/2020";"Parafusos e ferramentas";-51.3;"OUTRAS DESPESAS";"Cartão de Crédito BB"
"04/12/2020";"Estacionamento";-6.0;"Estacionamento";"Cartão de Crédito BB"
"04/12/2020";"Lanche com Gracinha";-42.57;"Lanchonete";"Cartão de Crédito BB"
"04/12/2020";"Estacionamento";-7.0;"Estacionamento";"Cartão de Crédito BB"
"05/12/2020";"Condomínio - Apartamento de Aracaju";-584.32;"Condomínio";"Conta Corrente"
"05/12/2020";"Repetidor TP-LINK (9 / 12)";-19.99;"Eletrônicos";"Cartão de Crédito BB"
"05/12/2020";"Pães e bolo";-18.94;"Padaria";"Cartão de Crédito BB"
"05/12/2020";"Jantar com Gracinha e colegas";-70.0;"Restaurante";"Cartão de Crédito BB"
"05/12/2020";"Alimentos e Materiais de Limpeza";-90.37;"Supermercado";"Cartão de Crédito BB"
"05/12/2020";"Alimentos e Materiais de Limpeza";-10.98;"Supermercado";"Cartão de Crédito BB"
"05/12/2020";"Transporte de Luciene";-25.0;"Transporte Empregados";"Carteira"
"06/12/2020";"Remédios para ACMD (3 / 4)";-32.89;"Farmácia";"Cartão de Crédito BB"
"06/12/2020";"Celular S10 - SAMSUNG (4 / 18)";-122.17;"Eletrônicos";"Cartão de Crédito BB"
"06/12/2020";"Pagamento a Diarista (São Paulo)";-200.0;"Pagamento Diarista";"Conta Corrente"
"07/12/2020";"E-SOCIAL - Rosiene Satirio de Oliveira - Salario Mensal";-355.96;"Encargos Empregados";"Conta Corrente"
"07/12/2020";"Energia Elétrica - Casa de Maceió";-702.19;"Energia Elétrica";"Conta Corrente"
"07/12/2020";"Transporte de Rosiene Satírio de Oliveira";-60.0;"Transporte Empregados";"Conta Corrente"
"07/12/2020";"Almoço com Gracinha";-109.89;"Restaurante";"Cartão de Crédito BB"
"07/12/2020";"Presentes Natal (1 / 10)";-20.07;"Presentes";"Cartão de Crédito BB"
"07/12/2020";"Estacionamento";-9.0;"Estacionamento";"Cartão de Crédito BB"
"07/12/2020";"Alimentos e Materiais de Limpeza";-57.4;"Supermercado";"Cartão de Crédito BB"
"07/12/2020";"Aluguel e condomínio Apartamento SP";-3081.55;"Moradia (Isadora)";"Conta Corrente"
"07/12/2020";"Água";-8.5;"Lanchonete";"Cartão de Crédito BB"
"08/12/2020";"ESPM - Mensalidade - Mês 12";-4373.0;"Faculdade";"Conta Corrente"
"08/12/2020";"Água de coco";-10.0;"Lanchonete";"Cartão de Crédito BB"
"08/12/2020";"Almoço com família";-108.0;"Restaurante";"Cartão de Crédito BB"
"08/12/2020";"Alimentos e Materiais de Limpeza";-106.34;"Supermercado";"Cartão de Crédito BB"
"09/12/2020";"Alimentos e Materiais de Limpeza";-10.99;"Supermercado";"Cartão de Crédito BB"
"09/12/2020";"Almoço com Gracinha, Daniel e Maria";-125.9;"Restaurante";"Cartão de Crédito BB"
"09/12/2020";"Materiais para Elizabeth";-219.79;"Supermercado";"Cartão de Crédito BB"
"10/12/2020";"Casa Maceió - Transferência para Geladeira nova (7 / 12)";-388.25;"Utensílios domésticos";"Conta Corrente"
"10/12/2020";"Apt. Aracaju - Conserto torneira (3 / 3)";-111.29;"Restauração / Manutenção";"Conta Corrente"
"10/12/2020";"Pagamento hotel para o Natal (3 / 4)";-206.84;"Estadia";"Conta Corrente"
"10/12/2020";"Aluguel carro - Campos do Jordão (2 / 2)";-134.76;"Transporte";"Conta Corrente"
"10/12/2020";"Aluguel carro - Curitiba (2 / 10)";-68.87;"Transporte";"Conta Corrente"
"10/12/2020";"Apt. SP. - Aquisição cama box (1 / 5)";-155.18;"Utensílios domésticos";"Conta Corrente"
"10/12/2020";"Passagem Maraba-São Paulo (1 / 3)";-126.67;"Passagens";"Conta Corrente"
"10/12/2020";"Link de Internet - NET";-150.89;"Internet";"Conta Corrente"
"10/12/2020";"Condomínio - Casa de Maceió";-900.0;"Condomínio";"Conta Corrente"
"10/12/2020";"Link de Internet - VCNET";-210.67;"Internet";"Conta Corrente"
"10/12/2020";"Café da manhã com Gracinha";-34.8;"Supermercado";"Cartão de Crédito BB"
"10/12/2020";"Materiais de limpeza";-9.99;"Supermercado";"Cartão de Crédito BB"
"10/12/2020";"Apt. Aracaju - Materiais elétricos";-102.89;"Restauração / Manutenção";"Cartão de Crédito BB"
"10/12/2020";"Transferência para cartão de crédito";-6176.97;"Transferência entre Contas";"Conta Corrente"
"10/12/2020";"Transferência para cartão de crédito";6176.97;"Transferência entre Contas";"Cartão de Crédito BB"
"10/12/2020";"Adiantamento PETROS";5086.83;"Benefícios Aposentadoria";"Conta Corrente"
"10/12/2020";"Aluguel da casa de Aracaju";2297.48;"Aluguel dos Imóveis";"Conta Corrente"
"11/12/2020";"Transferência para a Corretora Elizabeth - Casa - mês 12";-229.75;"Corretagem";"Conta Corrente"
"11/12/2020";"Combustível para a Hilux";-216.07;"Combustível";"Cartão de Crédito BB"
"11/12/2020";"Lanche com Gracinha";-40.0;"Lanchonete";"Cartão de Crédito BB"
"12/12/2020";"Remédios e vaporizador (2 / 3)";-60.32;"Farmácia";"Cartão de Crédito BB"
"12/12/2020";"Compra de Pizza (transferência para IPD)";-73.0;"Restaurante";"Conta Corrente"
"13/12/2020";"Equipamento de espelhamento para Hilux (2 / 3)";-433.33;"Eletrônicos";"Cartão de Crédito BB"
"13/12/2020";"Depósito recebido duplicado (Sr. Brener)";2297.48;"Aluguel dos Imóveis";"Conta Corrente"
"13/12/2020";"Depósito enviado duplicado (Sr. Brener)";-2297.48;"OUTRAS DESPESAS";"Conta Corrente"
"13/12/2020";"Café da manhã com Gracinha";-24.76;"Supermercado";"Cartão de Crédito BB"
"13/12/2020";"Alimentos e Materiais de Limpeza";-272.22;"Supermercado";"Cartão de Crédito BB"
"13/12/2020";"Alimentos e Materiais de Limpeza";-773.14;"Supermercado";"Cartão de Crédito BB"
"14/12/2020";"Picineiro - pagamento mensal";-160.0;"Pagamento Picineiro";"Conta Corrente"
"14/12/2020";"Transporte de Rosiene Satírio de Oliveira";-47.0;"Transporte Empregados";"Conta Corrente"
"14/12/2020";"Remédios de Isadora (Reeembolso)";-73.0;"Alimentação";"Conta Corrente"
"15/12/2020";"Passagem GRU-MCZ - ACMD e MGAP (4 / 10)";-46.6;"Passagens";"Cartão de Crédito BB"
"15/12/2020";"UNIMED - ACMD e MGAP";-702.0;"Plano de Saúde";"Conta Corrente"
"15/12/2020";"Mesada P2 2020.12";-500.0;"Mesada";"Conta Corrente"
"15/12/2020";"Vacinas para tuberculose (1 / 3)";-86.67;"Farmácia";"Cartão de Crédito BB"
"15/12/2020";"Passagem pelo cartão SMILES";-42.0;"VIAGENS";"Conta Corrente"
"16/12/2020";"Remédios para ACMD (2 / 2)";-31.5;"Farmácia";"Cartão de Crédito BB"
"16/12/2020";"Troca das lâmpadas carro de Gracinha";-30.0;"Automóvel Lavagem/Manutenção";"Cartão de Crédito BB"
"16/12/2020";"Casa Maceió - Materiais instalação energia fotovoltaica (1 / 3)";-289.5;"Ampliação/Melhorias em Imóveis";"Cartão de Crédito BB"
"17/12/2020";"Celulares - VIVO";-407.74;"Celular";"Conta Corrente"
"17/12/2020";"Estacionamento";-7.0;"Estacionamento";"Cartão de Crédito BB"
"17/12/2020";"Casa Maceió - Materiais instalação energia fotovoltaica";-41.4;"Ampliação/Melhorias em Imóveis";"Cartão de Crédito BB"
"17/12/2020";"Pães";-6.67;"Padaria";"Cartão de Crédito BB"
"17/12/2020";"Verduras e frutas";-17.5;"Feira e Mercearia";"Cartão de Crédito BB"
"17/12/2020";"Alimentos e Materiais de Limpeza";-57.29;"Supermercado";"Cartão de Crédito BB"
"18/12/2020";"Capa para celular (2 / 3)";-33.33;"Eletrônicos";"Cartão de Crédito BB"
"18/12/2020";"Remédios de Isadora (2 / 4)";-53.0;"Farmácia";"Cartão de Crédito BB"
"18/12/2020";"Benefício INSS";4517.72;"Benefícios Aposentadoria";"Conta Corrente"
"18/12/2020";"Benefício PETROS II";3522.05;"Benefícios Aposentadoria";"Conta Corrente"
"18/12/2020";"Benefício PETROS";8663.67;"Benefícios Aposentadoria";"Conta Corrente"
"18/12/2020";"Casa Maceió - Materiais instalação energia fotovoltaica";-18.0;"Ampliação/Melhorias em Imóveis";"Cartão de Crédito BB"
"18/12/2020";"Casa Maceió - Materiais instalação energia fotovoltaica";-111.14;"Ampliação/Melhorias em Imóveis";"Cartão de Crédito BB"
"18/12/2020";"Casa Maceió - Materiais instalação energia fotovoltaica";-19.0;"Ampliação/Melhorias em Imóveis";"Cartão de Crédito BB"
"18/12/2020";"Casa Maceió - Materiais instalação energia fotovoltaica";-10.8;"Ampliação/Melhorias em Imóveis";"Cartão de Crédito BB"
"18/12/2020";"Casa Maceió - Materiais instalação energia fotovoltaica";-45.9;"Ampliação/Melhorias em Imóveis";"Cartão de Crédito BB"
"18/12/2020";"Casa Maceió - Lâmpadas";-6.75;"Restauração / Manutenção";"Cartão de Crédito BB"
"19/12/2020";"Camisas (3 / 3)";-33.33;"Presentes";"Cartão de Crédito BB"
"19/12/2020";"Casa Maceió - Materiais instalação energia fotovoltaica";-47.64;"Ampliação/Melhorias em Imóveis";"Cartão de Crédito BB"
"19/12/2020";"Pães";-4.41;"Padaria";"Cartão de Crédito BB"
"19/12/2020";"Aquisição de HUB de USB";-80.8;"Acessórios";"Cartão de Crédito BB"
"19/12/2020";"Aquisição de HUB de USB (Reembolso)";80.0;"Reembolso";"Carteira"
"20/12/2020";"Seguro da moto (6 / 6)";-184.58;"Moto Seguro";"Cartão de Crédito BB"
"20/12/2020";"Café da manhã";-14.37;"Supermercado";"Cartão de Crédito BB"
"20/12/2020";"Alimentos e Materiais de Limpeza";-109.83;"Supermercado";"Cartão de Crédito BB"
"20/12/2020";"Almoço com Isadora (reembolso)";-71.89;"Restaurante";"Conta Corrente"
"21/12/2020";"Remédios para Isadora (6 / 6)";-31.57;"Farmácia";"Cartão de Crédito BB"
"21/12/2020";"Polpa de frutas";-112.0;"Lanchonete";"Cartão de Crédito BB"
"22/12/2020";"Mala e bolsa para Elizabeth (3 / 4)";-127.43;"Presentes";"Cartão de Crédito BB"
"22/12/2020";"Casa Aracaju - Materiais para casa (3 / 3)";-102.29;"Restauração / Manutenção";"Cartão de Crédito BB"
"22/12/2020";"Transporte de Rosiene Satírio de Oliveira";-28.0;"Transporte Empregados";"Conta Corrente"
"22/12/2020";"Casa Maceió - Telhas e fita para proteção (1 / 2)";-108.5;"Restauração / Manutenção";"Cartão de Crédito BB"
"22/12/2020";"Combustível para a Hilux";-221.13;"Combustível";"Cartão de Crédito BB"
"22/12/2020";"Lanche para Isadora";-20.3;"Lanchonete";"Cartão de Crédito BB"
"22/12/2020";"Casa Maceió - Materiais para piscina";-64.0;"Restauração / Manutenção";"Cartão de Crédito BB"
"23/12/2020";"Pagamento despesas cartoriais - Curitiba";-170.0;"Corretagem";"Conta Corrente"
"23/12/2020";"Casa Maceió - Telhas";-59.0;"Restauração / Manutenção";"Cartão de Crédito BB"
"23/12/2020";"Aplicação especial no BRASILPREV - Isadora";-20000.0;"BRASILPREV";"Conta Corrente"
"23/12/2020";"Casa Maceió - Transferência para a conta financiamento  Banco do Nordeste";-200.0;"Ampliação/Melhorias em Imóveis";"Conta Corrente"
"24/12/2020";"Alimentos especiais para IPD (2 / 4)";-56.43;"Feira e Mercearia";"Cartão de Crédito BB"
"24/12/2020";"Vacinas para Isadora(Dr. Rosa Gaia) (2 / 2)";-275.0;"Médico/Psicóloga";"Cartão de Crédito BB"
"25/12/2020";"Almoço 01";-20.0;"Restaurante";"Cartão de Crédito BB"
"25/12/2020";"Café da manhã - Daniel e Maria";-78.0;"Restaurante";"Cartão de Crédito BB"
"25/12/2020";"Almoço 2";-86.2;"Restaurante";"Cartão de Crédito BB"
"26/12/2020";"Aruanã Eco Praia Hotel";-119.77;"Estadia";"Cartão de Crédito BB"
"26/12/2020";"Complemento Sapato Isadora";-40.0;"Presentes";"Cartão de Crédito BB"
"26/12/2020";"Estacionamento";-3.0;"Estacionamento";"Cartão de Crédito BB"
"26/12/2020";"Combustível para a Hilux (1 / 2)";-67.18;"Combustível";"Cartão de Crédito BB"
"26/12/2020";"Alimentos e Materiais de Limpeza";-146.75;"Supermercado";"Cartão de Crédito BB"
"27/12/2020";"Café da manhã";-12.57;"Supermercado";"Cartão de Crédito BB"
"27/12/2020";"Alimentos e Materiais de Limpeza";-69.16;"Supermercado";"Cartão de Crédito BB"
"27/12/2020";"Remédios para ACMD (1 / 3)";-39.66;"Farmácia";"Cartão de Crédito BB"
"27/12/2020";"Roteador D-Link Dir-882 (10 / 12)";-45.83;"Eletrônicos";"Cartão de Crédito BB"
"27/12/2020";"Passagem MCZ / GRU - Isadora (2 / 4)";-75.22;"Passagens";"Cartão de Crédito BB"
"28/12/2020";"Aplicação no BRASILPREV - Isadora (12 / 12)";-678.02;"BRASILPREV";"Conta Corrente"
"28/12/2020";"Máquina para perfurar e brocas (3 / 4)";-97.71;"Utensílios domésticos";"Cartão de Crédito BB"
"28/12/2020";"Pagamento do celular de Isadora";-3800.0;"Eletrônicos";"Conta Corrente"
"28/12/2020";"Transferência para a carteira";-40.0;"Transferência entre Contas";"Conta Corrente"
"28/12/2020";"Transferência para a carteira";40.0;"Transferência entre Contas";"Carteira"
"28/12/2020";"Transferência para a carteira";-80.0;"Transferência entre Contas";"Conta Corrente"
"28/12/2020";"Transferência para a carteira";80.0;"Transferência entre Contas";"Carteira"
"28/12/2020";"Suco";-6.0;"Lanchonete";"Cartão de Crédito BB"
"28/12/2020";"Alimentos e Materiais de Limpeza";-69.95;"Supermercado";"Cartão de Crédito BB"
"28/12/2020";"Transporte de Rosiene Satírio de Oliveira";-57.0;"Transporte Empregados";"Conta Corrente"
"28/12/2020";"Verduras e frutas";-151.68;"Feira e Mercearia";"Cartão de Crédito BB"
"28/12/2020";"Reembolso HTenergias";738.94;"Reembolso";"Conta Corrente"
"29/12/2020";"Controle de Ratos na Casa de Maceió";-130.72;"OUTRAS DESPESAS";"Conta Corrente"
"29/12/2020";"Remédios para ACMD (1 / 3)";-32.52;"Farmácia";"Cartão de Crédito BB"
"29/12/2020";"Aquisição de castanhas";-65.0;"Feira e Mercearia";"Cartão de Crédito BB"
"30/12/2020";"UNIMED Elizabeth";-752.32;"Plano de Saúde";"Conta Corrente"
"30/12/2020";"Reembolso de Isadora - novo Celular";1000.0;"Reembolso";"Carteira"
"30/12/2020";"Depósito FGTS (referente a abril de 2020)";1280.95;"FGTS";"FGTS"
"30/12/2020";"Juros e atualização monetária - FGTS";22.28;"FGTS";"FGTS"
"30/12/2020";"Depósito FGTS (referente a maio de 2020)";1280.95;"FGTS";"FGTS"
"30/12/2020";"Juros e atualização monetária - FGTS";19.08;"FGTS";"FGTS"
"31/12/2020";"Retirada de cocos";-50.0;"Pagamento Jardineiro";"Carteira"
"31/12/2020";"Parcela final décimo terceiro - Rosiene Satirio de Oliveira";-33.37;"Salário Empregados";"Carteira"
"31/12/2020";"Salário - Rosiene Satirio de Oliveira";-966.63;"Salário Empregados";"Carteira"
"31/12/2020";"Parcela final décimo terceiro - Rosiene Satirio de Oliveira";-410.76;"Salário Empregados";"Conta Corrente"
"31/12/2020";"Verduras e frutas";-47.8;"Feira e Mercearia";"Cartão de Crédito BB"
"01/01/2021";"Combustível para a Hilux";-211.34;"Combustível";"Cartão de Crédito BB"
"01/01/2021";"Jantar com Gracinha";-172.59;"Restaurante";"Cartão de Crédito BB"
"01/01/2021";"Mesada P1 2021.01";-500.0;"Mesada";"Conta Corrente"
"01/01/2021";"Alimentos e Materiais de Limpeza";-51.9;"Supermercado";"Cartão de Crédito BB"
"02/01/2021";"Tesoura para cabelo (1 / 4)";-24.75;"Acessórios";"Cartão de Crédito BB"
"02/01/2021";"Máscara para Gracinha";-21.0;"Presentes";"Cartão de Crédito BB"
"02/01/2021";"Casa Maceió - Botijão de GLP";-85.0;"Gás";"Cartão de Crédito BB"
"02/01/2021";"Verduras e frutas";-18.0;"Feira e Mercearia";"Cartão de Crédito BB"
"02/01/2021";"Presente Linda (1 / 8)";-20.06;"Presentes";"Cartão de Crédito BB"
"02/01/2021";"Estacionamento";-8.0;"Estacionamento";"Cartão de Crédito BB"
"02/01/2021";"Casa Aracaju - Materiais para casa (9 / 10)";-20.4;"Restauração / Manutenção";"Cartão de Crédito BB"
"02/01/2021";"Presentes Natal (2 / 10)";-63.99;"Presentes";"Cartão de Crédito BB"
"02/01/2021";"Tênis - ACMD (2 / 8)";-42.49;"Presentes";"Cartão de Crédito BB"
"03/01/2021";"Transferência para os Remédios para Isadora (2 / 2)";-78.21;"Farmácia";"Conta Corrente"
"03/01/2021";"Bagagem (SMILES)";-60.0;"Passagens";"Cartão de Crédito BB"
"03/01/2021";"Marcação de assentos Maraba/Congonhas (1 / 2)";-53.06;"Passagens";"Cartão de Crédito BB"
"03/01/2021";"Pagamento a Diarista (São Paulo)";-300.0;"Pagamento Diarista";"Conta Corrente"
"04/01/2021";"Presente médica de Isadora (4 / 4)";-50.8;"Presentes";"Cartão de Crédito BB"
"04/01/2021";"Picineiro - pagamento mensal (dezembro 2020)";-160.0;"Pagamento Picineiro";"Conta Corrente"
"04/01/2021";"Picineiro - pagamento mensal (janeiro 2021)";-170.0;"Pagamento Picineiro";"Conta Corrente"
"04/01/2021";"Remedio para Gracinha (1 / 3)";-40.05;"Farmácia";"Cartão de Crédito BB"
"04/01/2021";"Aluguel apartamento de São Paulo";2900.0;"Aluguel dos Imóveis";"Conta Corrente"
"04/01/2021";"Condomínio casa de Curitiba";-614.63;"Condomínio";"Conta Corrente"
"04/01/2021";"Resgate Investimento Financeiro";840976.21;"Resgate de Investimento";"Conta Corrente"
"04/01/2021";"Transporte de Rosiene Satírio de Oliveira";-47.0;"Transporte Empregados";"Conta Corrente"
"04/01/2021";"Alimentos e Materiais de Limpeza";-115.23;"Supermercado";"Cartão de Crédito BB"
"04/01/2021";"Taxa semestral do Tesouro Direto";-519.7;"Tarifas bancárias";"Conta Corrente"
"04/01/2021";"Reembolso dos remédios de Isadora";-74.0;"Farmácia";"Conta Corrente"
"05/01/2021";"Condomínio - Apartamento de Aracaju";-584.32;"Condomínio";"Conta Corrente"
"05/01/2021";"Energia Elétrica - Apartamento Aracaju";-106.99;"Energia Elétrica";"Conta Corrente"
"05/01/2021";"Repetidor TP-LINK (10 / 12)";-19.99;"Eletrônicos";"Cartão de Crédito BB"
"05/01/2021";"Combustível para a Moto";-30.0;"Combustível";"Carteira"
"05/01/2021";"Remédios de Isadora (1 / 3)";-35.49;"Farmácia";"Cartão de Crédito BB"
"05/01/2021";"Remédios para ACMD (1 / 4)";-86.79;"Farmácia";"Cartão de Crédito BB"
"05/01/2021";"Estacionamento";-8.0;"Estacionamento";"Cartão de Crédito BB"
"06/01/2021";"Remédios para ACMD (4 / 4)";-32.89;"Farmácia";"Cartão de Crédito BB"
"06/01/2021";"Celular S10 - SAMSUNG (5 / 18)";-122.17;"Eletrônicos";"Cartão de Crédito BB"
"06/01/2021";"Taxi em Maceió";-25.0;"Táxi";"Carteira"
"06/01/2021";"Aluguel e condomínio -  - apartamento São Paulo";-2872.0;"Moradia (Isadora)";"Conta Corrente"
"06/01/2021";"Taxi em São Paulo";-23.0;"Táxi";"Carteira"
"06/01/2021";"Ap. SP. - Ralo para a cozinha";-6.5;"Restauração / Manutenção";"Carteira"
"06/01/2021";"Café da manhã";-13.0;"Restaurante";"Cartão de Crédito BB"
"06/01/2021";"Almoço";-45.0;"Restaurante";"Cartão de Crédito BB"
"06/01/2021";"Jantar com Gracinha";-73.59;"Restaurante";"Cartão de Crédito BB"
"06/01/2021";"Transporte Material";-13.0;"Transporte";"Cartão de Crédito BB"
"06/01/2021";"Aplicação Investimento Financeiro";-840000.0;"Investimentos Financeiros";"Conta Corrente"
"07/01/2021";"E-SOCIAL - Rosiene Satirio de Oliveira - Salario Mensal";-345.89;"Encargos Empregados";"Conta Corrente"
"07/01/2021";"E-SOCIAL - Rosiene Satirio de Oliveira - Décimo Terceiro";-170.33;"Encargos Empregados";"Conta Corrente"
"07/01/2021";"Presentes Natal (2 / 10)";-19.99;"Presentes";"Cartão de Crédito BB"
"07/01/2021";"Café da manhã com Gracinha";-66.0;"Restaurante";"Cartão de Crédito BB"
"07/01/2021";"Alimentos e Materiais de Limpeza";-19.23;"Supermercado";"Cartão de Crédito BB"
"07/01/2021";"Casa Maceió - Materiais para casa 1";-39.3;"Restauração / Manutenção";"Cartão de Crédito BB"
"07/01/2021";"Almoço com Gracinha";-45.0;"Restaurante";"Cartão de Crédito BB"
"07/01/2021";"Casa Maceió - Materiais para casa 2";-23.3;"Restauração / Manutenção";"Cartão de Crédito BB"
"08/01/2021";"Matrícula de Isadora na ESPM - 2021";-4592.0;"Faculdade";"Conta Corrente"
"08/01/2021";"Energia Elétrica - Casa de Maceió";-860.39;"Energia Elétrica";"Conta Corrente"
"08/01/2021";"Taxi em São Paulo";-10.0;"Táxi";"Carteira"
"08/01/2021";"Café da manhã com Gracinha";-19.0;"Restaurante";"Cartão de Crédito BB"
"08/01/2021";"Lanche com Gracinha e Gabriela";-23.1;"Lanchonete";"Cartão de Crédito BB"
"08/01/2021";"Pães e bolo";-24.57;"Padaria";"Cartão de Crédito BB"
"08/01/2021";"Adiantamento PETROS";5086.83;"Benefícios Aposentadoria";"Conta Corrente"
"08/01/2021";"Lanches";-8.0;"Lanchonete";"Cartão de Crédito BB"
"09/01/2021";"Casa Maceió - Peça para torneira";-3.5;"Restauração / Manutenção";"Cartão de Crédito BB"
"09/01/2021";"Almoço com Gracinha e Gabriela";-261.0;"Restaurante";"Cartão de Crédito BB"
"09/01/2021";"Pães e Bolos";-56.74;"Padaria";"Cartão de Crédito BB"
"10/01/2021";"Passagem Maraba-São Paulo (2 / 3)";-126.67;"Passagens";"Conta Corrente"
"10/01/2021";"Casa Maceió - Transferência para Geladeira nova (8 / 12)";-388.25;"Utensílios domésticos";"Conta Corrente"
"10/01/2021";"Pagamento hotel para o Natal (4 / 4)";-206.84;"Estadia";"Conta Corrente"
"10/01/2021";"Aluguel carro - Curitiba (3 / 10)";-68.87;"Transporte";"Conta Corrente"
"10/01/2021";"Apt. SP. - Aquisição cama box (2 / 5)";-155.18;"Utensílios domésticos";"Conta Corrente"
"10/01/2021";"Link de Internet - VCNET";-264.8;"Internet";"Conta Corrente"
"10/01/2021";"Transferência para Cartão de Crédito";-7864.04;"Transferência entre Contas";"Conta Corrente"
"10/01/2021";"Transferência para Cartão de Crédito";7864.04;"Transferência entre Contas";"Cartão de Crédito BB"
"10/01/2021";"Café da manhã com Gracinha";-36.0;"Restaurante";"Cartão de Crédito BB"
"10/01/2021";"Lanche com Gracinha";-14.49;"Restaurante";"Cartão de Crédito BB"
"10/01/2021";"Jantar com Gracinha";-37.78;"Restaurante";"Cartão de Crédito BB"
"10/01/2021";"Condomïnio - Casa de Maceió";-900.0;"Condomínio";"Conta Corrente"
"11/01/2021";"Cola";-5.45;"Supermercado";"Cartão de Crédito BB"
"11/01/2021";"Lanche com Gracinha";-20.0;"Restaurante";"Cartão de Crédito BB"
"11/01/2021";"Jantar com Gracinha e Gabriela";-23.0;"Restaurante";"Cartão de Crédito BB"
"11/01/2021";"Transferência para a Corretora Elizabeth - Casa - mês 01";-229.75;"Corretagem";"Conta Corrente"
"11/01/2021";"Aluguel da casa de Aracaju";2297.48;"Aluguel dos Imóveis";"Conta Corrente"
"11/01/2021";"Depósito FGTS (referente a março de 2020)";31.86;"FGTS";"FGTS"
"11/01/2021";"Juros e atualização monetária - FGTS";0.72;"FGTS";"FGTS"
"12/01/2021";"Remédios e vaporizador (3 / 3)";-60.32;"Farmácia";"Cartão de Crédito BB"
"12/01/2021";"Alimentos e Materiais de Limpeza";-68.5;"Supermercado";"Cartão de Crédito BB"
"13/01/2021";"Equipamento de espelhamento para Hilux (3 / 3)";-433.33;"Eletrônicos";"Cartão de Crédito BB"
"13/01/2021";"Café da manhã com Gracinha";-30.0;"Padaria";"Cartão de Crédito BB"
"13/01/2021";"Transporte de Rosiene Satírio de Oliveira";-57.0;"Transporte Empregados";"Conta Corrente"
"13/01/2021";"Alimentos e Materiais de Limpeza";-80.84;"Supermercado";"Cartão de Crédito BB"
"13/01/2021";"Casa Maceió - Materiais para casa";-4.0;"Restauração / Manutenção";"Cartão de Crédito BB"
"13/01/2021";"Casa Maceió - Materiais para casa";-26.2;"Restauração / Manutenção";"Cartão de Crédito BB"
"14/01/2021";"Segunda parcela venda da casa de Curitiba";403200.0;"Resgate de Investimento";"Conta Corrente"
"14/01/2021";"Pagamento Corretora (venda casa de Curitiba)";-20160.0;"Corretagem";"Conta Corrente"
"14/01/2021";"Juros - atraso pagamento Casa de Curitiba";952.17;"Juros de Investimento";"Conta Corrente"
"14/01/2021";"Aplicação Investimento Financeiro";-380000.0;"Investimentos Financeiros";"Conta Corrente"
"14/01/2021";"Lanche com Gracinha";-9.39;"Padaria";"Cartão de Crédito BB"
"14/01/2021";"Lanche com Gracinha";-9.0;"Padaria";"Cartão de Crédito BB"
"14/01/2021";"Transferência para a Corretora Elizabeth - Casa - mês 01";-61.97;"Corretagem";"Conta Corrente"
